strategy,strategy_label,date,portfolio_value_before,turnover,buy,sell,target_equity,target_bonds_cash,target_gold
strategy_medium_aggressive,Strategia srednio agresywna,1961-11-03,299.48197048,1.20246779,"SPX 55.12% ($165.08), NDX 45.00% ($134.77)","Obligacje 30+/TLT 5.03% ($15.07), Obligacje/gotowka 15.09% ($45.20)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1962-01-05,327.94487045,1.00000000,"Obligacje 30+/TLT 5.00% ($16.40), Obligacje/gotowka 5.00% ($16.40)","SPX 45.00% ($147.58), NDX 45.00% ($147.58)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1962-02-02,313.78729380,1.00000000,"SPX 45.00% ($141.20), NDX 45.00% ($141.20)","Obligacje 30+/TLT 5.00% ($15.69), Obligacje/gotowka 5.00% ($15.69)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1962-03-02,322.66011094,1.00000000,"Obligacje 30+/TLT 5.00% ($16.13), Obligacje/gotowka 5.00% ($16.13)","SPX 45.00% ($145.20), NDX 45.00% ($145.20)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1962-12-07,287.16098030,1.00000000,"SPX 45.00% ($129.22), NDX 45.00% ($129.22)","Obligacje 30+/TLT 5.00% ($14.36), Obligacje/gotowka 5.00% ($14.36)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1963-01-04,308.25492742,1.00000000,"Obligacje 30+/TLT 5.00% ($15.41), Obligacje/gotowka 5.00% ($15.41)","SPX 45.00% ($138.71), NDX 45.00% ($138.71)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1963-03-01,326.66004477,1.00000000,"SPX 45.00% ($147.00), NDX 45.00% ($147.00)","Obligacje 30+/TLT 5.00% ($16.33), Obligacje/gotowka 5.00% ($16.33)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1963-03-08,326.01761143,1.00000000,"Obligacje 30+/TLT 5.00% ($16.30), Obligacje/gotowka 5.00% ($16.30)","SPX 45.00% ($146.71), NDX 45.00% ($146.71)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1963-07-05,347.11041631,1.00000000,"SPX 45.00% ($156.20), NDX 45.00% ($156.20)","Obligacje 30+/TLT 5.00% ($17.36), Obligacje/gotowka 5.00% ($17.36)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1964-01-31,409.72300092,1.00000000,"Obligacje 30+/TLT 5.00% ($20.49), Obligacje/gotowka 5.00% ($20.49)","SPX 45.00% ($184.38), NDX 45.00% ($184.38)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1964-02-07,413.74444530,1.00000000,"SPX 45.00% ($186.19), NDX 45.00% ($186.19)","Obligacje 30+/TLT 5.00% ($20.69), Obligacje/gotowka 5.00% ($20.69)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1965-02-05,525.07103700,1.00000000,"Obligacje 30+/TLT 5.00% ($26.25), Obligacje/gotowka 5.00% ($26.25)","SPX 45.00% ($236.28), NDX 45.00% ($236.28)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1965-03-05,529.61042464,1.00000000,"SPX 45.00% ($238.32), NDX 45.00% ($238.32)","Obligacje 30+/TLT 5.00% ($26.48), Obligacje/gotowka 5.00% ($26.48)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1965-06-04,559.96962433,1.00000000,"Obligacje 30+/TLT 5.00% ($28.00), Obligacje/gotowka 5.00% ($28.00)","SPX 45.00% ($251.99), NDX 45.00% ($251.99)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1965-10-01,557.79979265,1.00000000,"SPX 45.00% ($251.01), NDX 45.00% ($251.01)","Obligacje 30+/TLT 5.00% ($27.89), Obligacje/gotowka 5.00% ($27.89)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1966-03-04,596.37993357,1.00000000,"Obligacje 30+/TLT 5.00% ($29.82), Obligacje/gotowka 5.00% ($29.82)","SPX 45.00% ($268.37), NDX 45.00% ($268.37)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1966-08-26,533.96874881,0.25950862,Obligacje/gotowka 12.98% ($69.28),"SPX 7.98% ($42.59), Obligacje 30+/TLT 5.00% ($26.70)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1966-12-02,533.09065687,0.26963146,Obligacje 30+/TLT 13.48% ($71.87),Obligacje/gotowka 13.48% ($71.87),0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1967-02-03,561.59388234,1.15950862,"SPX 52.98% ($297.51), NDX 45.00% ($252.72)","Obligacje 30+/TLT 13.48% ($75.71), Obligacje/gotowka 4.49% ($25.24)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1967-03-03,592.56586410,1.15950862,"Obligacje 30+/TLT 13.48% ($79.89), Obligacje/gotowka 4.49% ($26.63)","SPX 52.98% ($313.91), NDX 45.00% ($266.65)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1967-07-07,615.66457973,1.15950862,"SPX 52.98% ($326.15), NDX 45.00% ($277.05)","Obligacje 30+/TLT 13.48% ($83.00), Obligacje/gotowka 4.49% ($27.67)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1967-10-06,672.39128291,1.15950862,"Obligacje 30+/TLT 13.48% ($90.65), Obligacje/gotowka 4.49% ($30.22)","SPX 52.98% ($356.20), NDX 45.00% ($302.58)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1967-12-01,650.12763775,1.15950862,"SPX 52.98% ($344.41), NDX 45.00% ($292.56)","Obligacje 30+/TLT 13.48% ($87.65), Obligacje/gotowka 4.49% ($29.22)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1968-01-05,680.74117880,1.00000000,"Obligacje 30+/TLT 2.50% ($17.02), Obligacje/gotowka 7.50% ($51.06)","SPX 45.00% ($306.33), NDX 45.00% ($306.33)",0.90000000,0.10000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1968-03-01,652.79592939,0.20950862,Obligacje/gotowka 10.48% ($68.38),"SPX 7.98% ($52.06), Obligacje 30+/TLT 2.50% ($16.32)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1968-08-30,710.25257650,0.26963146,Obligacje 30+/TLT 13.48% ($95.75),Obligacje/gotowka 13.48% ($95.75),0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1969-03-07,727.28164874,0.34049138,"Obligacje 30+/TLT 4.02% ($29.23), Obligacje/gotowka 13.01% ($94.59)",SPX 17.02% ($123.82),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1969-05-30,742.40137751,0.35000000,Obligacje/gotowka 17.50% ($129.92),Obligacje 30+/TLT 17.50% ($129.92),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1969-08-01,701.33119488,0.58202457,"NDX 24.61% ($172.58), Obligacje 30+/TLT 4.49% ($31.52)","SPX 7.58% ($53.18), Obligacje/gotowka 21.52% ($150.92)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1969-09-26,700.50146534,0.58202457,"SPX 7.58% ($53.12), Obligacje/gotowka 21.52% ($150.74)","NDX 24.61% ($172.37), Obligacje 30+/TLT 4.49% ($31.48)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1969-10-31,706.86582177,0.67190172,"NDX 24.61% ($173.94), Obligacje 30+/TLT 8.99% ($63.53)","SPX 7.58% ($53.60), Obligacje/gotowka 26.01% ($183.87)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1970-01-02,674.47377992,0.54049138,"Obligacje 30+/TLT 24.76% ($167.02), Obligacje/gotowka 2.26% ($15.26)","SPX 18.92% ($127.59), NDX 8.11% ($54.68)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1970-02-27,692.07636833,0.22500000,Obligacje/gotowka 11.25% ($77.86),Obligacje 30+/TLT 11.25% ($77.86),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1970-04-24,687.34512856,0.22500000,Obligacje 30+/TLT 11.25% ($77.33),Obligacje/gotowka 11.25% ($77.33),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1970-06-19,624.62211112,0.33000000,SPX 16.50% ($103.06),NDX 16.50% ($103.06),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1970-11-06,699.86203817,0.39284195,"Obligacje 30+/TLT 14.73% ($103.10), Obligacje/gotowka 4.91% ($34.37)",SPX 19.64% ($137.47),0.35357903,0.64642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1971-01-01,763.59968193,0.40000000,"SPX 3.39% ($25.91), NDX 16.61% ($126.81)","Obligacje 30+/TLT 15.00% ($114.54), Obligacje/gotowka 5.00% ($38.18)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1971-05-07,863.13663958,0.22321049,Obligacje/gotowka 11.16% ($96.33),Obligacje 30+/TLT 11.16% ($96.33),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1971-07-23,831.89746328,0.55535790,"SPX 16.61% ($138.16), Obligacje/gotowka 11.16% ($92.84)","NDX 16.61% ($138.16), Obligacje 30+/TLT 11.16% ($92.84)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1971-09-17,837.34138570,0.22321049,Obligacje 30+/TLT 11.16% ($93.45),Obligacje/gotowka 11.16% ($93.45),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1971-11-12,844.18979711,0.22321049,Obligacje 30+/TLT 11.16% ($94.22),Obligacje/gotowka 11.16% ($94.22),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-01-07,856.83551291,1.69284195,"SPX 79.64% ($682.40), NDX 45.00% ($385.58)","Obligacje 30+/TLT 33.48% ($286.88), Obligacje/gotowka 11.16% ($95.63)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-05-26,997.01130275,0.18000000,NDX 9.00% ($89.73),SPX 9.00% ($89.73),1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-07-07,997.42648377,1.51506417,"Obligacje 30+/TLT 26.81% ($267.46), Obligacje/gotowka 8.94% ($89.15)","SPX 81.03% ($808.19), NDX 34.73% ($346.37)",0.64246791,0.35753209,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-07-21,991.84742963,0.08888889,"SPX 3.11% ($30.86), NDX 1.33% ($13.22)","Obligacje 30+/TLT 3.33% ($33.06), Obligacje/gotowka 1.11% ($11.02)",0.68691236,0.31308764,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-08-18,1003.49672344,0.08888889,"SPX 3.11% ($31.22), NDX 1.33% ($13.38)","Obligacje 30+/TLT 3.33% ($33.45), Obligacje/gotowka 1.11% ($11.15)",0.73135680,0.26864320,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-09-15,1000.99773569,0.08888889,"SPX 3.11% ($31.14), NDX 1.33% ($13.35)","Obligacje 30+/TLT 3.33% ($33.37), Obligacje/gotowka 1.11% ($11.12)",0.77580125,0.22419875,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-10-13,997.90481327,0.08888889,"SPX 3.11% ($31.05), NDX 1.33% ($13.31)","Obligacje 30+/TLT 3.33% ($33.26), Obligacje/gotowka 1.11% ($11.09)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1972-10-27,1001.18075780,0.08987715,Obligacje/gotowka 4.49% ($44.99),Obligacje 30+/TLT 4.49% ($44.99),0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1973-05-11,1015.96940824,0.67190172,"SPX 7.58% ($77.04), Obligacje/gotowka 26.01% ($264.28)","NDX 24.61% ($250.00), Obligacje 30+/TLT 8.99% ($91.31)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1973-09-07,994.30692727,0.49214742,NDX 24.61% ($244.67),"SPX 7.58% ($75.40), Obligacje/gotowka 17.02% ($169.28)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1973-11-30,1000.83078478,0.26963146,Obligacje 30+/TLT 13.48% ($134.93),Obligacje/gotowka 13.48% ($134.93),0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1974-01-25,934.97170011,0.54049138,"Obligacje 30+/TLT 20.27% ($189.50), Obligacje/gotowka 6.76% ($63.17)","SPX 18.92% ($176.87), NDX 8.11% ($75.80)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1974-03-22,934.15737280,0.22500000,Obligacje/gotowka 11.25% ($105.09),Obligacje 30+/TLT 11.25% ($105.09),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1974-05-17,898.72280902,0.22500000,Obligacje/gotowka 11.25% ($101.11),Obligacje 30+/TLT 11.25% ($101.11),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1974-07-12,882.47804197,0.55500000,"SPX 16.50% ($145.61), Obligacje/gotowka 11.25% ($99.28)","NDX 16.50% ($145.61), Obligacje 30+/TLT 11.25% ($99.28)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1974-09-06,825.50763899,0.22500000,Obligacje 30+/TLT 11.25% ($92.87),Obligacje/gotowka 11.25% ($92.87),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-01-03,798.95494036,0.42142097,Obligacje 30+/TLT 21.07% ($168.35),"SPX 19.64% ($156.93), Obligacje/gotowka 1.43% ($11.42)",0.35357903,0.64642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-02-28,862.13515389,0.32321049,Obligacje 30+/TLT 16.16% ($139.33),Obligacje/gotowka 16.16% ($139.33),0.35357903,0.64642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-06-06,869.94272132,0.39284195,"SPX 3.14% ($27.33), NDX 16.50% ($143.54)","Obligacje 30+/TLT 14.73% ($128.16), Obligacje/gotowka 4.91% ($42.72)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-08-01,888.89341240,0.22500000,Obligacje/gotowka 11.25% ($100.00),Obligacje 30+/TLT 11.25% ($100.00),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-09-26,840.96551147,0.22500000,Obligacje/gotowka 11.25% ($94.61),Obligacje 30+/TLT 11.25% ($94.61),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-11-21,878.22154280,0.45178951,"SPX 0.25% ($2.20), NDX 0.11% ($0.94), Obligacje 30+/TLT 22.23% ($195.24)",Obligacje/gotowka 22.59% ($198.39),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1975-12-26,893.95142638,0.08888889,"SPX 3.11% ($27.81), NDX 1.33% ($11.92)","Obligacje 30+/TLT 3.33% ($29.80), Obligacje/gotowka 1.11% ($9.93)",0.59802347,0.40197653,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-01-23,930.96220483,0.08888889,"SPX 3.11% ($28.96), NDX 1.33% ($12.41)","Obligacje 30+/TLT 3.33% ($31.03), Obligacje/gotowka 1.11% ($10.34)",0.64246791,0.35753209,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-02-20,968.10850212,0.08888889,"SPX 3.11% ($30.12), NDX 1.33% ($12.91)","Obligacje 30+/TLT 3.33% ($32.27), Obligacje/gotowka 1.11% ($10.76)",0.68691236,0.31308764,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-03-19,991.16854363,0.08888889,"SPX 3.11% ($30.84), NDX 1.33% ($13.22)","Obligacje 30+/TLT 3.33% ($33.04), Obligacje/gotowka 1.11% ($11.01)",0.73135680,0.26864320,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-04-16,1004.87837061,0.08888889,"SPX 3.11% ($31.26), NDX 1.33% ($13.40)","Obligacje 30+/TLT 3.33% ($33.50), Obligacje/gotowka 1.11% ($11.17)",0.77580125,0.22419875,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-05-07,1007.24653733,0.11209938,Obligacje/gotowka 5.60% ($56.46),Obligacje 30+/TLT 5.60% ($56.46),0.77580125,0.22419875,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1976-05-14,1001.10105662,0.08888889,"SPX 3.11% ($31.15), NDX 1.33% ($13.35)","Obligacje 30+/TLT 2.22% ($22.25), Obligacje/gotowka 2.22% ($22.25)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1977-05-06,1028.17546784,0.58202457,"SPX 24.61% ($253.01), Obligacje/gotowka 4.49% ($46.20)","NDX 24.61% ($253.01), Obligacje 30+/TLT 4.49% ($46.20)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1977-07-01,1038.36933813,0.43036854,Obligacje/gotowka 21.52% ($223.44),"SPX 17.02% ($176.78), Obligacje 30+/TLT 4.49% ($46.66)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1977-08-26,1037.84124017,0.49214742,NDX 24.61% ($255.39),"SPX 7.58% ($78.70), Obligacje/gotowka 17.02% ($176.69)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1977-12-23,1015.10364991,0.49214742,"SPX 7.58% ($76.97), Obligacje 30+/TLT 8.75% ($88.82), Obligacje/gotowka 8.27% ($84.00)",NDX 24.61% ($249.79),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1978-03-03,985.60522879,0.58677888,"NDX 24.61% ($242.53), Obligacje 30+/TLT 4.73% ($46.63)","SPX 7.58% ($74.74), Obligacje/gotowka 21.76% ($214.43)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1978-05-05,1026.89758605,0.49214742,"SPX 7.58% ($77.87), Obligacje 30+/TLT 4.02% ($41.27), Obligacje/gotowka 13.01% ($133.56)",NDX 24.61% ($252.69),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1978-08-04,1068.58071471,0.49214742,NDX 24.61% ($262.95),"SPX 7.58% ($81.03), Obligacje 30+/TLT 13.01% ($138.98), Obligacje/gotowka 4.02% ($42.94)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1978-10-27,1121.97752507,0.58202457,"SPX 7.58% ($85.08), Obligacje/gotowka 21.52% ($241.43)","NDX 24.61% ($276.09), Obligacje 30+/TLT 4.49% ($50.42)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1978-12-01,1076.28900950,0.53000000,"NDX 16.50% ($177.59), Obligacje/gotowka 10.00% ($107.63)",SPX 26.50% ($285.22),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-01-05,1092.07702158,0.54049138,"SPX 18.92% ($206.59), NDX 8.11% ($88.54)",Obligacje/gotowka 27.02% ($295.13),0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-03-02,1120.97257984,0.49214742,"SPX 7.58% ($85.00), Obligacje 30+/TLT 8.75% ($98.09), Obligacje/gotowka 8.27% ($92.76)",NDX 24.61% ($275.84),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-05-04,1159.98497793,0.49214742,NDX 24.61% ($285.44),"SPX 7.58% ($87.96), Obligacje 30+/TLT 4.26% ($49.37), Obligacje/gotowka 12.77% ($148.11)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-08-03,1187.42340190,0.63036854,Obligacje/gotowka 31.52% ($374.26),"SPX 18.92% ($224.63), NDX 8.11% ($96.27), Obligacje 30+/TLT 4.49% ($53.36)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-09-28,1242.25599660,0.22500000,Obligacje 30+/TLT 11.25% ($139.75),Obligacje/gotowka 11.25% ($139.75),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1979-11-23,1199.57444618,0.55500000,"SPX 16.50% ($197.93), Obligacje/gotowka 11.25% ($134.95)","NDX 16.50% ($197.93), Obligacje 30+/TLT 11.25% ($134.95)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-01-18,1254.65571435,0.22500000,Obligacje 30+/TLT 11.25% ($141.15),Obligacje/gotowka 11.25% ($141.15),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-03-14,1244.99673187,0.22500000,Obligacje/gotowka 11.25% ($140.06),Obligacje 30+/TLT 11.25% ($140.06),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-05-09,1219.18429171,0.55500000,"NDX 16.50% ($201.17), Obligacje 30+/TLT 11.25% ($137.16)","SPX 16.50% ($201.17), Obligacje/gotowka 11.25% ($137.16)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-07-04,1311.19214080,0.45000000,Obligacje 30+/TLT 22.50% ($295.02),Obligacje/gotowka 22.50% ($295.02),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-09-05,1276.56057992,0.22500000,Obligacje/gotowka 11.25% ($143.61),Obligacje 30+/TLT 11.25% ($143.61),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-10-31,1326.19710561,0.55500000,"SPX 16.50% ($218.82), Obligacje/gotowka 11.25% ($149.20)","NDX 16.50% ($218.82), Obligacje 30+/TLT 11.25% ($149.20)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1980-12-26,1330.72850652,0.22500000,Obligacje/gotowka 11.25% ($149.71),Obligacje 30+/TLT 11.25% ($149.71),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1981-02-20,1342.92312449,0.55000000,"SPX 10.00% ($134.29), Obligacje 30+/TLT 17.50% ($235.01)",Obligacje/gotowka 27.50% ($369.30),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1981-07-03,1365.27805866,0.49214742,NDX 24.61% ($335.96),"SPX 7.58% ($103.53), Obligacje 30+/TLT 8.51% ($116.22), Obligacje/gotowka 8.51% ($116.22)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1981-08-28,1325.45663064,0.49214742,"SPX 7.58% ($100.51), Obligacje 30+/TLT 8.51% ($112.83), Obligacje/gotowka 8.51% ($112.83)",NDX 24.61% ($326.16),0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1981-10-02,1239.51168502,0.65500000,"NDX 16.50% ($204.52), Obligacje 30+/TLT 16.25% ($201.42)","SPX 26.50% ($328.47), Obligacje/gotowka 6.25% ($77.47)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-02-05,1364.99015249,0.22500000,Obligacje/gotowka 11.25% ($153.56),Obligacje 30+/TLT 11.25% ($153.56),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-04-02,1333.15122024,0.22500000,Obligacje 30+/TLT 11.25% ($149.98),Obligacje/gotowka 11.25% ($149.98),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-08-06,1391.35572754,0.54049138,"SPX 18.92% ($263.21), NDX 8.11% ($112.80)","Obligacje 30+/TLT 20.27% ($282.01), Obligacje/gotowka 6.76% ($94.00)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-10-01,1597.44314071,0.53333333,"Obligacje 30+/TLT 20.00% ($319.49), Obligacje/gotowka 6.67% ($106.50)","SPX 18.67% ($298.19), NDX 8.00% ($127.80)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-04-08,2039.94159431,0.33392629,"SPX 5.54% ($112.93), Obligacje/gotowka 11.16% ($227.67)","NDX 5.54% ($112.93), Obligacje 30+/TLT 11.16% ($227.67)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-05-06,2090.58813636,1.69284195,"SPX 90.71% ($1,896.45), NDX 33.93% ($709.30)","Obligacje 30+/TLT 22.32% ($466.64), Obligacje/gotowka 22.32% ($466.64)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-08-05,2305.71881255,1.69284195,"Obligacje 30+/TLT 22.32% ($514.66), Obligacje/gotowka 22.32% ($514.66)","SPX 79.64% ($1,836.32), NDX 45.00% ($1,037.57)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-09-02,2287.12330278,1.69284195,"SPX 79.64% ($1,821.51), NDX 45.00% ($1,029.21)","Obligacje 30+/TLT 22.32% ($510.51), Obligacje/gotowka 22.32% ($510.51)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-11-04,2373.29034392,1.69284195,"Obligacje 30+/TLT 33.48% ($794.61), Obligacje/gotowka 11.16% ($264.87)","SPX 79.64% ($1,890.14), NDX 45.00% ($1,067.98)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-12-30,2358.81989601,0.22321049,Obligacje/gotowka 11.16% ($263.26),Obligacje 30+/TLT 11.16% ($263.26),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-02-24,2331.61432600,0.22321049,Obligacje/gotowka 11.16% ($260.22),Obligacje 30+/TLT 11.16% ($260.22),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-04-20,2309.64503320,0.22321049,Obligacje 30+/TLT 11.16% ($257.77),Obligacje/gotowka 11.16% ($257.77),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-06-15,2252.81744611,0.22321049,Obligacje/gotowka 11.16% ($251.43),Obligacje 30+/TLT 11.16% ($251.43),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-08-10,2311.31334544,0.22321049,Obligacje 30+/TLT 11.16% ($257.95),Obligacje/gotowka 11.16% ($257.95),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-10-05,2456.41266509,0.22321049,Obligacje 30+/TLT 11.16% ($274.15),Obligacje/gotowka 11.16% ($274.15),0.55357903,0.44642097,0.00000000
